match_id,date,season,venue,team,opponent,winner,team_win,expanding_win_pct,ewm_win_pct,win_streak,team_margin,ewm_margin_strength,ewm_margin_volatility,opponent_expanding_win_pct,diff_expanding_win_pct,opponent_ewm_win_pct,diff_ewm_win_pct,opponent_win_streak,diff_win_streak,opponent_ewm_margin_strength,diff_ewm_margin_strength,opponent_ewm_margin_volatility,diff_ewm_margin_volatility,season_exp_win_pct,season_roll5_win_pct,opponent_season_exp_win_pct,diff_season_exp_win_pct,opponent_season_roll5_win_pct,diff_season_roll5_win_pct
2022_52nd,2022-05-07,2022,Wankhede Stadium (Mumbai),Punjab Kings,Rajasthan Royals,Rajasthan Royals,0,0.05238095238095238,0.5500166495883899,2.0,0,0.0,0.0,0.5,-0.44761904761904764,0.39302061673884775,0.15699603284954217,3.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.4,0.6,-0.09999999999999998,0.6,-0.19999999999999996
2022_53rd,2022-05-07,2022,Maharashtra Cricket Association Stadium (Pune),Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,0,0.5162790697674419,0.3891864156530032,1.0,0,0.0,0.0,0.7,-0.1837209302325581,0.8063253929999998,-0.4171389773469966,4.0,-3.0,0.0,0.0,0.0,0.0,0.4,0.2,0.7,-0.29999999999999993,0.8,-0.6000000000000001
2022_54th,2022-05-08,2022,Wankhede Stadium (Mumbai),Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.5069444444444444,0.2938222511533245,2.0,0,0.0,0.0,0.0,0.5069444444444444,0.0,0.2938222511533245,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.5,0.0,0.4
2022_55th,2022-05-08,2022,Dr DY Patil Sports Academy (Mumbai),Chennai Super Kings,Delhi Capitals,Chennai Super Kings,1,0.5911330049261084,0.38206534942683934,2.0,0,0.0,0.0,0.14485981308411214,0.4462731918419963,0.5742879100167777,-0.19222256058993836,3.0,-1.0,0.0,0.0,0.0,0.0,0.3,0.4,0.5,-0.2,0.6,-0.19999999999999996
2022_54th,2022-05-08,2022,Wankhede Stadium (Mumbai),Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.5069444444444444,-0.5069444444444444,0.2938222511533245,-0.2938222511533245,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.4,-0.4
2022_55th,2022-05-08,2022,Dr DY Patil Sports Academy (Mumbai),Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,0.14485981308411214,0.5742879100167777,3.0,0,0.0,0.0,0.5911330049261084,-0.4462731918419963,0.38206534942683934,0.19222256058993836,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.6,0.3,0.2,0.4,0.19999999999999996
2022_56th,2022-05-09,2022,Dr DY Patil Sports Academy (Mumbai),Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,1,0.5138888888888888,0.27243049095710226,1.0,0,0.0,0.0,0.5695067264573991,-0.05561783756851024,0.5289371512561251,-0.2565066602990228,2.0,-1.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.2,0.2,0.16363636363636364,0.4,-0.2
2022_56th,2022-05-09,2022,Dr DY Patil Sports Academy (Mumbai),Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,0,0.5695067264573991,0.5289371512561251,2.0,0,0.0,0.0,0.5138888888888888,0.05561783756851024,0.27243049095710226,0.2565066602990228,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.36363636363636365,-0.16363636363636364,0.2,0.2
2022_57th,2022-05-10,2022,Maharashtra Cricket Association Stadium (Pune),Gujarat Titans,Lucknow Super Giants,Gujarat Titans,1,0.7272727272727273,0.46529370999999986,3.0,0,0.0,0.0,0.7272727272727273,0.0,0.8644277750999998,-0.39913406509999994,4.0,-1.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.6,0.7272727272727273,0.0,0.8,-0.20000000000000007
2022_57th,2022-05-10,2022,Maharashtra Cricket Association Stadium (Pune),Lucknow Super Giants,Gujarat Titans,Gujarat Titans,0,0.7272727272727273,0.8644277750999998,4.0,0,0.0,0.0,0.7272727272727273,0.0,0.46529370999999986,0.39913406509999994,3.0,1.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.8,0.7272727272727273,0.0,0.6,0.20000000000000007
2022_58th,2022-05-11,2022,Dr DY Patil Sports Academy (Mumbai),Delhi Capitals,Rajasthan Royals,Delhi Capitals,1,0.14418604651162792,0.40200153701174435,2.0,0,0.0,0.0,0.5027624309392266,-0.35857638442759865,0.5751144317171933,-0.173112894705449,3.0,-1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.4,0.6363636363636364,-0.18181818181818182,0.6,-0.19999999999999996
2022_58th,2022-05-11,2022,Dr DY Patil Sports Academy (Mumbai),Rajasthan Royals,Delhi Capitals,Delhi Capitals,0,0.5027624309392266,0.5751144317171933,3.0,0,0.0,0.0,0.14418604651162792,0.35857638442759865,0.40200153701174435,0.173112894705449,2.0,1.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.6,0.45454545454545453,0.18181818181818182,0.4,0.19999999999999996
2022_59th,2022-05-12,2022,Wankhede Stadium (Mumbai),Mumbai Indians,Chennai Super Kings,Mumbai Indians,1,0.5669642857142857,0.37025600587928753,2.0,0,0.0,0.0,0.5931372549019608,-0.026172969187675088,0.5674457445987875,-0.19718973871949996,3.0,-1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.4,0.36363636363636365,-0.18181818181818182,0.6,-0.19999999999999996
2022_59th,2022-05-12,2022,Wankhede Stadium (Mumbai),Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,0.5931372549019608,0.5674457445987875,3.0,0,0.0,0.0,0.5669642857142857,0.026172969187675088,0.37025600587928753,0.19718973871949996,2.0,1.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.6,0.18181818181818182,0.18181818181818182,0.4,0.19999999999999996
2022_60th,2022-05-13,2022,Brabourne Stadium (Mumbai),Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,0,0.0,0.0,0.0,0,0.0,0.0,0.052132701421800945,-0.052132701421800945,0.38501165471187293,-0.38501165471187293,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,-0.45454545454545453,0.4,-0.4
2022_60th,2022-05-13,2022,Brabourne Stadium (Mumbai),Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,1,0.052132701421800945,0.38501165471187293,2.0,0,0.0,0.0,0.0,0.052132701421800945,0.0,0.38501165471187293,0.0,2.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.4,0.0,0.45454545454545453,0.0,0.4
2022_61st,2022-05-14,2022,Maharashtra Cricket Association Stadium (Pune),Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,0.503448275862069,0.20567557580732715,1.0,0,0.0,0.0,0.5161290322580645,-0.01268075639599553,0.49070134366997153,-0.2850257678626444,2.0,-1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.2,0.4166666666666667,0.037878787878787845,0.4,-0.2
2022_61st,2022-05-14,2022,Maharashtra Cricket Association Stadium (Pune),Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,1,0.5161290322580645,0.49070134366997153,2.0,0,0.0,0.0,0.503448275862069,0.01268075639599553,0.20567557580732715,0.2850257678626444,1.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4,0.45454545454545453,-0.037878787878787845,0.2,0.2
2022_62nd,2022-05-15,2022,Wankhede Stadium (Mumbai),Gujarat Titans,Chennai Super Kings,Gujarat Titans,1,0.75,0.6257055969999998,3.0,0,0.0,0.0,0.5902439024390244,0.15975609756097564,0.3972120212191512,0.2284935757808486,2.0,1.0,0.0,0.0,0.0,0.0,0.75,0.6,0.3333333333333333,0.4166666666666667,0.4,0.19999999999999996
2022_62nd,2022-05-15,2022,Wankhede Stadium (Mumbai),Chennai Super Kings,Gujarat Titans,Gujarat Titans,0,0.5902439024390244,0.3972120212191512,2.0,0,0.0,0.0,0.75,-0.15975609756097564,0.6257055969999998,-0.2284935757808486,3.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.75,-0.4166666666666667,0.6,-0.19999999999999996
2022_63rd,2022-05-15,2022,Brabourne Stadium (Mumbai),Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,0,0.6666666666666666,0.6050994425699998,4.0,0,0.0,0.0,0.5,0.16666666666666663,0.40258010220203533,0.20251934036796448,2.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.5833333333333334,0.08333333333333326,0.4,0.4
2022_63rd,2022-05-15,2022,Brabourne Stadium (Mumbai),Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,1,0.5,0.40258010220203533,2.0,0,0.0,0.0,0.6666666666666666,-0.16666666666666663,0.6050994425699998,-0.20251934036796448,4.0,-2.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4,0.6666666666666666,-0.08333333333333326,0.8,-0.4
2022_64th,2022-05-16,2022,Dr DY Patil Sports Academy (Mumbai),Punjab Kings,Delhi Capitals,Delhi Capitals,0,0.05660377358490566,0.569508158298311,3.0,0,0.0,0.0,0.14814814814814814,-0.09154437456324248,0.581401075908221,-0.011892917609909959,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0.0,0.6,0.0
2022_64th,2022-05-16,2022,Dr DY Patil Sports Academy (Mumbai),Delhi Capitals,Punjab Kings,Delhi Capitals,1,0.14814814814814814,0.581401075908221,3.0,0,0.0,0.0,0.05660377358490566,0.09154437456324248,0.569508158298311,0.011892917609909959,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0.0,0.6,0.0
2022_65th,2022-05-17,2022,Wankhede Stadium (Mumbai),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,1,0.5,0.143972903065129,0.0,0,0.0,0.0,0.5688888888888889,-0.06888888888888889,0.5591792041155013,-0.41520630105037226,3.0,-3.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.25,0.16666666666666669,0.6,-0.6
2022_65th,2022-05-17,2022,Wankhede Stadium (Mumbai),Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.5688888888888889,0.5591792041155013,3.0,0,0.0,0.0,0.5,0.06888888888888889,0.143972903065129,0.41520630105037226,0.0,3.0,0.0,0.0,0.0,0.0,0.25,0.6,0.4166666666666667,-0.16666666666666669,0.0,0.6
2022_66th,2022-05-18,2022,Dr DY Patil Sports Academy (Mumbai),Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,0,0.518348623853211,0.64349094056898,3.0,0,0.0,0.0,0.6153846153846154,-0.09703599153140441,0.4235696097989998,0.21992133076998022,3.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.6,0.6153846153846154,-0.15384615384615385,0.6,0.0
2022_66th,2022-05-18,2022,Dr DY Patil Sports Academy (Mumbai),Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,1,0.6153846153846154,0.4235696097989998,3.0,0,0.0,0.0,0.518348623853211,0.09703599153140441,0.64349094056898,-0.21992133076998022,3.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.6,0.46153846153846156,0.15384615384615385,0.6,0.0
2022_67th,2022-05-19,2022,Wankhede Stadium (Mumbai),Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.7692307692307693,-0.7692307692307693,0.7379939178999998,-0.7379939178999998,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,-0.7692307692307693,0.6,-0.6
2022_67th,2022-05-19,2022,Wankhede Stadium (Mumbai),Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.7692307692307693,0.7379939178999998,3.0,0,0.0,0.0,0.0,0.7692307692307693,0.0,0.7379939178999998,0.0,3.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.6,0.0,0.7692307692307693,0.0,0.6
2022_68th,2022-05-20,2022,Brabourne Stadium (Mumbai),Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,1,0.5027322404371585,0.5818060715414247,2.0,0,0.0,0.0,0.587378640776699,-0.08464640033954052,0.2780484148534058,0.3037576566880189,2.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.4,0.3076923076923077,0.3076923076923077,0.4,0.0
2022_68th,2022-05-20,2022,Brabourne Stadium (Mumbai),Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,0.587378640776699,0.2780484148534058,2.0,0,0.0,0.0,0.5027322404371585,0.08464640033954052,0.5818060715414247,-0.3037576566880189,2.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.4,0.6153846153846154,-0.3076923076923077,0.4,0.0
2022_69th,2022-05-21,2022,Wankhede Stadium (Mumbai),Delhi Capitals,Mumbai Indians,Mumbai Indians,0,0.15207373271889402,0.7069807531357547,3.0,0,0.0,0.0,0.5663716814159292,-0.4142979486970352,0.39142544288085085,0.31555531025490385,3.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.6,0.23076923076923078,0.30769230769230765,0.6,0.0
2022_69th,2022-05-21,2022,Wankhede Stadium (Mumbai),Mumbai Indians,Delhi Capitals,Mumbai Indians,1,0.5663716814159292,0.39142544288085085,3.0,0,0.0,0.0,0.15207373271889402,0.4142979486970352,0.7069807531357547,-0.31555531025490385,3.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.6,0.5384615384615384,-0.30769230769230765,0.6,0.0
2022_70th,2022-05-22,2022,Wankhede Stadium (Mumbai),Punjab Kings,Sunrisers Hyderabad,Punjab Kings,1,0.056338028169014086,0.3986557108088177,2.0,0,0.0,0.0,0.5034013605442177,-0.4470633323752036,0.4007810321455903,-0.002125321336772623,1.0,1.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.4,0.46153846153846156,0.0,0.2,0.2
2022_70th,2022-05-22,2022,Wankhede Stadium (Mumbai),Sunrisers Hyderabad,Punjab Kings,Punjab Kings,0,0.5034013605442177,0.4007810321455903,1.0,0,0.0,0.0,0.056338028169014086,0.4470633323752036,0.3986557108088177,0.002125321336772623,2.0,-1.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.2,0.46153846153846156,0.0,0.4,-0.2
2022_1st Qual. Final,2022-05-24,2022,Eden Gardens (Kolkata),Gujarat Titans,Rajasthan Royals,Gujarat Titans,1,0.7142857142857143,0.5165957425299998,2.0,0,0.0,0.0,0.5054347826086957,0.20885093167701863,0.7072642500789973,-0.19066850754899745,3.0,-1.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.4,0.6428571428571429,0.0714285714285714,0.6,-0.19999999999999996
2022_1st Qual. Final,2022-05-24,2022,Eden Gardens (Kolkata),Rajasthan Royals,Gujarat Titans,Gujarat Titans,0,0.5054347826086957,0.7072642500789973,3.0,0,0.0,0.0,0.7142857142857143,-0.20885093167701863,0.5165957425299998,0.19066850754899745,2.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6,0.7142857142857143,-0.0714285714285714,0.4,0.19999999999999996
2022_Elim. Final,2022-05-25,2022,Eden Gardens (Kolkata),Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.6428571428571429,0.5964987268592998,3.0,0,0.0,0.0,0.0,0.6428571428571429,0.0,0.5964987268592998,0.0,3.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6,0.0,0.6428571428571429,0.0,0.6
2022_Elim. Final,2022-05-25,2022,Eden Gardens (Kolkata),Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.6428571428571429,-0.6428571428571429,0.5964987268592998,-0.5964987268592998,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,-0.6428571428571429,0.6,-0.6
2022_2nd Qual. Final,2022-05-27,2022,Narendra Modi Stadium (Ahmedabad),Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,0,0.0,0.0,0.0,0,0.0,0.0,0.5027027027027027,-0.5027027027027027,0.4950849750552981,-0.4950849750552981,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,0.6,-0.6
2022_2nd Qual. Final,2022-05-27,2022,Narendra Modi Stadium (Ahmedabad),Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,1,0.5027027027027027,0.4950849750552981,3.0,0,0.0,0.0,0.0,0.5027027027027027,0.0,0.4950849750552981,0.0,3.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,0.6
2022_Final,2022-05-29,2022,Narendra Modi Stadium (Ahmedabad),Gujarat Titans,Rajasthan Royals,Gujarat Titans,1,0.7333333333333333,0.6616170197709998,3.0,0,0.0,0.0,0.5053763440860215,0.22795698924731178,0.6465594825387087,0.015057537232291196,3.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.6,0.625,0.10833333333333328,0.6,0.0
2022_Final,2022-05-29,2022,Narendra Modi Stadium (Ahmedabad),Rajasthan Royals,Gujarat Titans,Gujarat Titans,0,0.5053763440860215,0.6465594825387087,3.0,0,0.0,0.0,0.7333333333333333,-0.22795698924731178,0.6616170197709998,-0.015057537232291196,3.0,0.0,0.0,0.0,0.0,0.0,0.625,0.6,0.7333333333333333,-0.10833333333333328,0.6,0.0
2023_1st,2023-03-31,2023,Narendra Modi Stadium (Ahmedabad),Gujarat Titans,Chennai Super Kings,Gujarat Titans,1,0.75,0.7631319138396998,4.0,0,0.0,0.0,0.5845410628019324,0.1654589371980676,0.19463389039738405,0.5684980234423158,1.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_1st,2023-03-31,2023,Narendra Modi Stadium (Ahmedabad),Chennai Super Kings,Gujarat Titans,Gujarat Titans,0,0.5845410628019324,0.19463389039738405,1.0,0,0.0,0.0,0.75,-0.1654589371980676,0.7631319138396998,-0.5684980234423158,4.0,-3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_3rd,2023-04-01,2023,BRSABV Ekana Cricket Stadium (Lucknow),Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,0,0.15137614678899083,0.49488652719502824,3.0,0,0.0,0.0,0.6,-0.44862385321100917,0.41754910880150986,0.07733741839351838,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_2nd,2023-04-01,2023,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Punjab Kings,Kolkata Knight Riders,Punjab Kings,1,0.06074766355140187,0.5790589975661723,3.0,0,0.0,0.0,0.5159817351598174,-0.4552340716084155,0.450443658398286,0.1286153391678863,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_3rd,2023-04-01,2023,BRSABV Ekana Cricket Stadium (Lucknow),Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,1,0.6,0.41754910880150986,2.0,0,0.0,0.0,0.15137614678899083,0.44862385321100917,0.49488652719502824,-0.07733741839351838,3.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_2nd,2023-04-01,2023,"Punjab Cricket Association IS Bindra Stadium (Mohali, Chandigarh)",Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,0.5159817351598174,0.450443658398286,3.0,0,0.0,0.0,0.06074766355140187,0.4552340716084155,0.5790589975661723,-0.1286153391678863,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_4th,2023-04-02,2023,Rajiv Gandhi International Stadium (Hyderabad),Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,1,0.5026737967914439,0.45259163777709605,3.0,0,0.0,0.0,0.5,0.002673796791443861,0.2805467225019132,0.17204491527518284,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_5th,2023-04-02,2023,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bangalore,0,0.5682819383259912,0.5739978100165956,3.0,0,0.0,0.0,0.0,0.5682819383259912,0.0,0.5739978100165956,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_5th,2023-04-02,2023,"M Chinnaswamy Stadium (Bengaluru, Bangalore)",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bangalore,0,0.0,0.0,0.0,0,0.0,0.0,0.5682819383259912,-0.5682819383259912,0.5739978100165956,-0.5739978100165956,3.0,-3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_4th,2023-04-02,2023,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0,0.5,0.2805467225019132,1.0,0,0.0,0.0,0.5026737967914439,-0.002673796791443861,0.45259163777709605,-0.17204491527518284,3.0,-2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
2023_6th,2023-04-03,2023,MA Chidambaram Stadium (Chennai),Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,1,0.5817307692307693,0.13624372327816883,1.0,0,0.0,0.0,0.625,-0.043269230769230727,0.5922843761610569,-0.4560406528828881,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
2023_6th,2023-04-03,2023,MA Chidambaram Stadium (Chennai),Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,0,0.625,0.5922843761610569,2.0,0,0.0,0.0,0.5817307692307693,0.043269230769230727,0.13624372327816883,0.4560406528828881,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2023_7th,2023-04-04,2023,Arun Jaitley Stadium (Delhi),Delhi Capitals,Gujarat Titans,Gujarat Titans,0,0.1506849315068493,0.34642056903651974,2.0,0,0.0,0.0,0.7647058823529411,-0.6140209508460919,0.8341923396877898,-0.4877717706512701,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
2023_7th,2023-04-04,2023,Arun Jaitley Stadium (Delhi),Gujarat Titans,Delhi Capitals,Gujarat Titans,1,0.7647058823529411,0.8341923396877898,4.0,0,0.0,0.0,0.1506849315068493,0.6140209508460919,0.34642056903651974,0.4877717706512701,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2023_8th,2023-04-05,2023,Barsapara Cricket Stadium (Guwahati),Punjab Kings,Rajasthan Royals,Punjab Kings,1,0.06511627906976744,0.7053412982963205,3.0,0,0.0,0.0,0.5053191489361702,-0.4402028698664028,0.6168141464439671,0.08852715185235338,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2023_8th,2023-04-05,2023,Barsapara Cricket Stadium (Guwahati),Rajasthan Royals,Punjab Kings,Punjab Kings,0,0.5053191489361702,0.6168141464439671,3.0,0,0.0,0.0,0.06511627906976744,0.4402028698664028,0.7053412982963205,-0.08852715185235338,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2023_9th,2023-04-06,2023,Eden Gardens (Kolkata),Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,0,0.0,0.0,0.0,0,0.0,0.0,0.5136363636363637,-0.5136363636363637,0.31531056087880016,-0.31531056087880016,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023_9th,2023-04-06,2023,Eden Gardens (Kolkata),Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,1,0.5136363636363637,0.31531056087880016,2.0,0,0.0,0.0,0.0,0.5136363636363637,0.0,0.31531056087880016,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023_10th,2023-04-07,2023,BRSABV Ekana Cricket Stadium (Lucknow),Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,1,0.5882352941176471,0.4145990633127398,2.0,0,0.0,0.0,0.4966442953020134,0.09159099881563365,0.19638270575133923,0.2182163575614006,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2023_10th,2023-04-07,2023,BRSABV Ekana Cricket Stadium (Lucknow),Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,0,0.4966442953020134,0.19638270575133923,1.0,0,0.0,0.0,0.5882352941176471,-0.09159099881563365,0.4145990633127398,-0.2182163575614006,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2023_11th,2023-04-08,2023,Barsapara Cricket Stadium (Guwahati),Rajasthan Royals,Delhi Capitals,Rajasthan Royals,1,0.5026455026455027,0.43176990251077696,2.0,0,0.0,0.0,0.15,0.35264550264550265,0.2424943983255638,0.18927550418521316,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2023_11th,2023-04-08,2023,Barsapara Cricket Stadium (Guwahati),Delhi Capitals,Rajasthan Royals,Rajasthan Royals,0,0.15,0.2424943983255638,2.0,0,0.0,0.0,0.5026455026455027,-0.35264550264550265,0.43176990251077696,-0.18927550418521316,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2023_12th,2023-04-08,2023,Wankhede Stadium (Mumbai),Chennai Super Kings,Mumbai Indians,Chennai Super Kings,1,0.583732057416268,0.39537060629471815,1.0,0,0.0,0.0,0.5657894736842105,0.017942583732057482,0.40179846701161687,-0.0064278607168987145,2.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
2023_12th,2023-04-08,2023,Wankhede Stadium (Mumbai),Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,0.5657894736842105,0.40179846701161687,2.0,0,0.0,0.0,0.583732057416268,-0.017942583732057482,0.39537060629471815,0.0064278607168987145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
2023_13th,2023-04-09,2023,Narendra Modi Stadium (Ahmedabad),Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,1,0.5158371040723982,0.52071739261516,3.0,0,0.0,0.0,0.7777777777777778,-0.26194067370537955,0.8839346377814529,-0.36321724516629283,4.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,-0.5,1.0,-0.5
2023_14th,2023-04-09,2023,Rajiv Gandhi International Stadium (Hyderabad),Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,1,0.49333333333333335,0.13746789402593745,1.0,0,0.0,0.0,0.06944444444444445,0.42388888888888887,0.7937389088074244,-0.656271014781487,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
2023_14th,2023-04-09,2023,Rajiv Gandhi International Stadium (Hyderabad),Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.06944444444444445,0.7937389088074244,4.0,0,0.0,0.0,0.49333333333333335,-0.42388888888888887,0.13746789402593745,0.656271014781487,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
